[2024-10-05T00:03:08.157+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-10-05T00:03:08.175+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: SitesWebScraping.kabum_tasks.Web_Extraction_kabum manual__2024-10-05T00:03:05.838797+00:00 [queued]>
[2024-10-05T00:03:08.184+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: SitesWebScraping.kabum_tasks.Web_Extraction_kabum manual__2024-10-05T00:03:05.838797+00:00 [queued]>
[2024-10-05T00:03:08.185+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-10-05T00:03:08.201+0000] {taskinstance.py:2888} INFO - Executing <Task(OperatorSiteB): kabum_tasks.Web_Extraction_kabum> on 2024-10-05 00:03:05.838797+00:00
[2024-10-05T00:03:08.205+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=5537) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-10-05T00:03:20.357+0000] {logging_mixin.py:190} INFO - R$ 854,99
[2024-10-05T00:03:20.358+0000] {logging_mixin.py:190} INFO - R$ 1.689,99
[2024-10-05T00:03:20.359+0000] {logging_mixin.py:190} INFO - R$ 624,99
[2024-10-05T00:03:20.359+0000] {logging_mixin.py:190} INFO - R$ 809,00
[2024-10-05T00:03:20.360+0000] {logging_mixin.py:190} INFO - R$ 614,99
[2024-10-05T00:03:20.361+0000] {logging_mixin.py:190} INFO - R$ 504,99
[2024-10-05T00:03:20.361+0000] {logging_mixin.py:190} INFO - R$ 959,99
[2024-10-05T00:03:20.362+0000] {logging_mixin.py:190} INFO - R$ 544,99
[2024-10-05T00:03:20.362+0000] {logging_mixin.py:190} INFO - R$ 469,90
[2024-10-05T00:03:20.363+0000] {logging_mixin.py:190} INFO - R$ 2.029,99
[2024-10-05T00:03:20.364+0000] {logging_mixin.py:190} INFO - R$ 1.549,99
[2024-10-05T00:03:20.364+0000] {logging_mixin.py:190} INFO - R$ 1.389,99
[2024-10-05T00:03:20.365+0000] {logging_mixin.py:190} INFO - R$ 1.139,99
[2024-10-05T00:03:20.365+0000] {logging_mixin.py:190} INFO - R$ 674,99
[2024-10-05T00:03:20.366+0000] {logging_mixin.py:190} INFO - R$ 1.494,99
[2024-10-05T00:03:20.367+0000] {logging_mixin.py:190} INFO - R$ 809,99
[2024-10-05T00:03:20.367+0000] {logging_mixin.py:190} INFO - R$ 619,90
[2024-10-05T00:03:20.368+0000] {logging_mixin.py:190} INFO - R$ 2.239,99
[2024-10-05T00:03:20.368+0000] {logging_mixin.py:190} INFO - R$ 399,99
[2024-10-05T00:03:20.369+0000] {logging_mixin.py:190} INFO - R$ 437,89
[2024-10-05T00:03:20.370+0000] {logging_mixin.py:190} INFO - R$ 599,99
[2024-10-05T00:03:20.370+0000] {logging_mixin.py:190} INFO - R$ 1.084,99
[2024-10-05T00:03:20.371+0000] {logging_mixin.py:190} INFO - R$ 1.379,99
[2024-10-05T00:03:20.371+0000] {logging_mixin.py:190} INFO - R$ 509,00
[2024-10-05T00:03:20.372+0000] {logging_mixin.py:190} INFO - R$ 824,99
[2024-10-05T00:03:20.373+0000] {logging_mixin.py:190} INFO - R$ 1.954,99
[2024-10-05T00:03:20.373+0000] {logging_mixin.py:190} INFO - R$ 549,10
[2024-10-05T00:03:20.374+0000] {logging_mixin.py:190} INFO - R$ 1.399,99
[2024-10-05T00:03:20.374+0000] {logging_mixin.py:190} INFO - R$ 1.189,99
[2024-10-05T00:03:20.375+0000] {logging_mixin.py:190} INFO - R$ 609,99
[2024-10-05T00:03:20.376+0000] {logging_mixin.py:190} INFO - R$ 2.194,99
[2024-10-05T00:03:20.376+0000] {logging_mixin.py:190} INFO - R$ 1.699,99
[2024-10-05T00:03:20.377+0000] {logging_mixin.py:190} INFO - R$ 1.228,44
[2024-10-05T00:03:20.377+0000] {logging_mixin.py:190} INFO - R$ 685,99
[2024-10-05T00:03:20.378+0000] {logging_mixin.py:190} INFO - R$ 1.294,99
[2024-10-05T00:03:20.379+0000] {logging_mixin.py:190} INFO - R$ 499,99
[2024-10-05T00:03:20.379+0000] {logging_mixin.py:190} INFO - R$ 540,00
[2024-10-05T00:03:20.380+0000] {logging_mixin.py:190} INFO - R$ 1.969,99
[2024-10-05T00:03:20.381+0000] {logging_mixin.py:190} INFO - R$ 1.887,10
[2024-10-05T00:03:20.381+0000] {logging_mixin.py:190} INFO - R$ 470,85
[2024-10-05T00:03:20.382+0000] {logging_mixin.py:190} INFO - R$ 759,90
[2024-10-05T00:03:20.382+0000] {logging_mixin.py:190} INFO - R$ 769,99
[2024-10-05T00:03:20.383+0000] {logging_mixin.py:190} INFO - R$ 689,99
[2024-10-05T00:03:20.384+0000] {logging_mixin.py:190} INFO - R$ 1.149,99
[2024-10-05T00:03:20.384+0000] {logging_mixin.py:190} INFO - R$ 939,99
[2024-10-05T00:03:20.385+0000] {logging_mixin.py:190} INFO - R$ 934,99
[2024-10-05T00:03:20.386+0000] {logging_mixin.py:190} INFO - R$ 1.169,99
[2024-10-05T00:03:20.386+0000] {logging_mixin.py:190} INFO - R$ 1.449,99
[2024-10-05T00:03:20.387+0000] {logging_mixin.py:190} INFO - R$ 2.194,99
[2024-10-05T00:03:20.388+0000] {logging_mixin.py:190} INFO - R$ 499,90
[2024-10-05T00:03:20.388+0000] {logging_mixin.py:190} INFO - R$ 1.509,99
[2024-10-05T00:03:20.389+0000] {logging_mixin.py:190} INFO - R$ 517,85
[2024-10-05T00:03:20.390+0000] {logging_mixin.py:190} INFO - R$ 1.149,99
[2024-10-05T00:03:20.390+0000] {logging_mixin.py:190} INFO - R$ 1.594,99
[2024-10-05T00:03:20.391+0000] {logging_mixin.py:190} INFO - R$ 3.224,99
[2024-10-05T00:03:20.392+0000] {logging_mixin.py:190} INFO - R$ 709,99
[2024-10-05T00:03:20.392+0000] {logging_mixin.py:190} INFO - R$ 338,44
[2024-10-05T00:03:20.393+0000] {logging_mixin.py:190} INFO - R$ 1.125,00
[2024-10-05T00:03:20.394+0000] {logging_mixin.py:190} INFO - R$ 2.194,99
[2024-10-05T00:03:20.394+0000] {logging_mixin.py:190} INFO - R$ 447,35
[2024-10-05T00:03:20.395+0000] {logging_mixin.py:190} INFO - R$ 1.884,99
[2024-10-05T00:03:20.395+0000] {logging_mixin.py:190} INFO - R$ 484,99
[2024-10-05T00:03:20.396+0000] {logging_mixin.py:190} INFO - R$ 954,99
[2024-10-05T00:03:20.397+0000] {logging_mixin.py:190} INFO - R$ 709,99
[2024-10-05T00:03:20.397+0000] {logging_mixin.py:190} INFO - R$ 2.659,99
[2024-10-05T00:03:20.398+0000] {logging_mixin.py:190} INFO - R$ 1.014,99
[2024-10-05T00:03:20.398+0000] {logging_mixin.py:190} INFO - R$ 458,63
[2024-10-05T00:03:20.399+0000] {logging_mixin.py:190} INFO - R$ 1.679,99
[2024-10-05T00:03:20.400+0000] {logging_mixin.py:190} INFO - R$ 1.179,99
[2024-10-05T00:03:20.400+0000] {logging_mixin.py:190} INFO - R$ 346,56
[2024-10-05T00:03:20.401+0000] {logging_mixin.py:190} INFO - R$ 240,00
[2024-10-05T00:03:29.900+0000] {logging_mixin.py:190} INFO - R$ 407,55
[2024-10-05T00:03:29.902+0000] {logging_mixin.py:190} INFO - R$ 199,00
[2024-10-05T00:03:29.903+0000] {logging_mixin.py:190} INFO - R$ 1.619,99
[2024-10-05T00:03:29.904+0000] {logging_mixin.py:190} INFO - R$ 5.904,99
[2024-10-05T00:03:29.905+0000] {logging_mixin.py:190} INFO - R$ 1.039,99
[2024-10-05T00:03:29.905+0000] {logging_mixin.py:190} INFO - R$ 999,99
[2024-10-05T00:03:29.906+0000] {logging_mixin.py:190} INFO - R$ 1.699,99
[2024-10-05T00:03:29.906+0000] {logging_mixin.py:190} INFO - R$ 2.904,99
[2024-10-05T00:03:29.907+0000] {logging_mixin.py:190} INFO - R$ 2.594,99
[2024-10-05T00:03:29.908+0000] {logging_mixin.py:190} INFO - R$ 3.379,99
[2024-10-05T00:03:29.908+0000] {logging_mixin.py:190} INFO - R$ 165,09
[2024-10-05T00:03:29.909+0000] {logging_mixin.py:190} INFO - R$ 640,04
[2024-10-05T00:03:29.910+0000] {logging_mixin.py:190} INFO - R$ 175,81
[2024-10-05T00:03:29.910+0000] {logging_mixin.py:190} INFO - R$ 834,15
[2024-10-05T00:03:29.911+0000] {logging_mixin.py:190} INFO - R$ 3.594,99
[2024-10-05T00:03:29.911+0000] {logging_mixin.py:190} INFO - R$ 2.879,99
[2024-10-05T00:03:29.912+0000] {logging_mixin.py:190} INFO - R$ 529,90
[2024-10-05T00:03:29.912+0000] {logging_mixin.py:190} INFO - R$ 1.402,20
[2024-10-05T00:03:29.913+0000] {logging_mixin.py:190} INFO - R$ 1.377,90
[2024-10-05T00:03:29.913+0000] {logging_mixin.py:190} INFO - R$ 4.209,99
[2024-10-05T00:03:29.914+0000] {logging_mixin.py:190} INFO - R$ 1.509,99
[2024-10-05T00:03:29.914+0000] {logging_mixin.py:190} INFO - R$ 4.994,99
[2024-10-05T00:03:29.915+0000] {logging_mixin.py:190} INFO - R$ 579,99
[2024-10-05T00:03:29.916+0000] {logging_mixin.py:190} INFO - R$ 964,99
[2024-10-05T00:03:29.916+0000] {logging_mixin.py:190} INFO - R$ 1.994,99
[2024-10-05T00:03:29.917+0000] {logging_mixin.py:190} INFO - R$ 1.679,99
[2024-10-05T00:03:29.917+0000] {logging_mixin.py:190} INFO - R$ 5.059,99
[2024-10-05T00:03:29.918+0000] {logging_mixin.py:190} INFO - R$ 2.199,99
[2024-10-05T00:03:29.920+0000] {logging_mixin.py:190} INFO - R$ 1.769,99
[2024-10-05T00:03:29.921+0000] {logging_mixin.py:190} INFO - R$ 333,93
[2024-10-05T00:03:29.922+0000] {logging_mixin.py:190} INFO - R$ 624,99
[2024-10-05T00:03:29.923+0000] {logging_mixin.py:190} INFO - R$ 569,90
[2024-10-05T00:03:29.924+0000] {logging_mixin.py:190} INFO - R$ 889,90
[2024-10-05T00:03:29.924+0000] {logging_mixin.py:190} INFO - R$ 752,85
[2024-10-05T00:03:29.925+0000] {logging_mixin.py:190} INFO - R$ 2.744,99
[2024-10-05T00:03:29.925+0000] {logging_mixin.py:190} INFO - R$ 5.685,00
[2024-10-05T00:03:29.926+0000] {logging_mixin.py:190} INFO - R$ 1.414,99
[2024-10-05T00:03:29.927+0000] {logging_mixin.py:190} INFO - R$ 1.489,99
[2024-10-05T00:03:29.927+0000] {logging_mixin.py:190} INFO - R$ 1.194,99
[2024-10-05T00:03:29.928+0000] {logging_mixin.py:190} INFO - R$ 1.299,99
[2024-10-05T00:03:29.929+0000] {logging_mixin.py:190} INFO - R$ 1.394,99
[2024-10-05T00:03:29.929+0000] {logging_mixin.py:190} INFO - R$ 1.094,99
[2024-10-05T00:03:29.930+0000] {logging_mixin.py:190} INFO - R$ 2.314,41
[2024-10-05T00:03:29.930+0000] {logging_mixin.py:190} INFO - R$ 1.406,15
[2024-10-05T00:03:29.931+0000] {logging_mixin.py:190} INFO - R$ 198,00
[2024-10-05T00:03:29.932+0000] {logging_mixin.py:190} INFO - R$ 577,07
[2024-10-05T00:03:29.932+0000] {logging_mixin.py:190} INFO - R$ 355,00
[2024-10-05T00:03:29.933+0000] {logging_mixin.py:190} INFO - R$ 1.299,99
[2024-10-05T00:03:29.934+0000] {logging_mixin.py:190} INFO - R$ 597,89
[2024-10-05T00:03:29.934+0000] {logging_mixin.py:190} INFO - R$ 2.095,75
[2024-10-05T00:03:29.935+0000] {logging_mixin.py:190} INFO - R$ 2.629,98
[2024-10-05T00:03:29.936+0000] {logging_mixin.py:190} INFO - R$ 2.674,99
[2024-10-05T00:03:29.937+0000] {logging_mixin.py:190} INFO - R$ 3.799,99
[2024-10-05T00:03:29.937+0000] {logging_mixin.py:190} INFO - R$ 2.444,99
[2024-10-05T00:03:29.938+0000] {logging_mixin.py:190} INFO - R$ 229,00
[2024-10-05T00:03:29.939+0000] {logging_mixin.py:190} INFO - R$ 709,90
[2024-10-05T00:03:29.939+0000] {logging_mixin.py:190} INFO - R$ 679,25
[2024-10-05T00:03:29.940+0000] {logging_mixin.py:190} INFO - R$ 225,63
[2024-10-05T00:03:29.941+0000] {logging_mixin.py:190} INFO - R$ 2.523,66
[2024-10-05T00:03:29.941+0000] {logging_mixin.py:190} INFO - R$ 164,11
[2024-10-05T00:03:29.942+0000] {logging_mixin.py:190} INFO - R$ 5.314,99
[2024-10-05T00:03:29.943+0000] {logging_mixin.py:190} INFO - R$ 1.945,00
[2024-10-05T00:03:29.943+0000] {logging_mixin.py:190} INFO - R$ 3.784,99
[2024-10-05T00:03:29.944+0000] {logging_mixin.py:190} INFO - R$ 2.769,99
[2024-10-05T00:03:29.944+0000] {logging_mixin.py:190} INFO - R$ 6.924,99
[2024-10-05T00:03:29.945+0000] {logging_mixin.py:190} INFO - R$ 2.089,99
[2024-10-05T00:03:29.946+0000] {logging_mixin.py:190} INFO - R$ 2.084,99
[2024-10-05T00:03:29.946+0000] {logging_mixin.py:190} INFO - R$ 2.194,99
[2024-10-05T00:03:29.947+0000] {logging_mixin.py:190} INFO - R$ 2.294,99
[2024-10-05T00:03:29.948+0000] {logging_mixin.py:190} INFO - R$ 729,99
[2024-10-05T00:03:29.949+0000] {logging_mixin.py:190} INFO - R$ 2.394,99
[2024-10-05T00:03:29.949+0000] {logging_mixin.py:190} INFO - R$ 659,99
[2024-10-05T00:03:29.950+0000] {logging_mixin.py:190} INFO - R$ 3.399,99
[2024-10-05T00:03:29.950+0000] {logging_mixin.py:190} INFO - R$ 2.989,99
[2024-10-05T00:03:29.951+0000] {logging_mixin.py:190} INFO - R$ 2.804,99
[2024-10-05T00:03:29.952+0000] {logging_mixin.py:190} INFO - R$ 1.694,99
[2024-10-05T00:03:29.952+0000] {logging_mixin.py:190} INFO - R$ 1.158,93
[2024-10-05T00:03:29.953+0000] {logging_mixin.py:190} INFO - R$ 167,68
[2024-10-05T00:03:29.954+0000] {logging_mixin.py:190} INFO - R$ 418,67
[2024-10-05T00:03:29.955+0000] {logging_mixin.py:190} INFO - R$ 485,00
[2024-10-05T00:03:29.955+0000] {logging_mixin.py:190} INFO - R$ 567,67
[2024-10-05T00:03:29.956+0000] {logging_mixin.py:190} INFO - R$ 1.089,90
[2024-10-05T00:03:29.956+0000] {logging_mixin.py:190} INFO - R$ 659,90
[2024-10-05T00:03:29.957+0000] {logging_mixin.py:190} INFO - R$ 388,00
[2024-10-05T00:03:29.957+0000] {logging_mixin.py:190} INFO - R$ 544,00
[2024-10-05T00:03:29.958+0000] {logging_mixin.py:190} INFO - R$ 519,90
[2024-10-05T00:03:29.958+0000] {logging_mixin.py:190} INFO - R$ 1.529,10
[2024-10-05T00:03:29.959+0000] {logging_mixin.py:190} INFO - R$ 1.508,00
[2024-10-05T00:03:29.959+0000] {logging_mixin.py:190} INFO - R$ 438,89
[2024-10-05T00:03:29.960+0000] {logging_mixin.py:190} INFO - R$ 599,00
[2024-10-05T00:03:29.960+0000] {logging_mixin.py:190} INFO - R$ 365,90
[2024-10-05T00:03:29.961+0000] {logging_mixin.py:190} INFO - R$ 208,00
[2024-10-05T00:03:29.961+0000] {logging_mixin.py:190} INFO - R$ 219,90
[2024-10-05T00:03:29.962+0000] {logging_mixin.py:190} INFO - R$ 714,99
[2024-10-05T00:03:29.963+0000] {logging_mixin.py:190} INFO - R$ 1.964,99
[2024-10-05T00:03:29.963+0000] {logging_mixin.py:190} INFO - R$ 2.046,99
[2024-10-05T00:03:29.964+0000] {logging_mixin.py:190} INFO - R$ 1.984,99
[2024-10-05T00:03:29.964+0000] {logging_mixin.py:190} INFO - R$ 561,00
[2024-10-05T00:03:29.965+0000] {logging_mixin.py:190} INFO - R$ 763,90
[2024-10-05T00:03:29.965+0000] {logging_mixin.py:190} INFO - R$ 1.825,39
[2024-10-05T00:03:40.938+0000] {logging_mixin.py:190} INFO - R$ 240,13
[2024-10-05T00:03:40.938+0000] {logging_mixin.py:190} INFO - R$ 488,38
[2024-10-05T00:03:40.939+0000] {logging_mixin.py:190} INFO - R$ 159,90
[2024-10-05T00:03:40.940+0000] {logging_mixin.py:190} INFO - R$ 1.849,83
[2024-10-05T00:03:40.940+0000] {logging_mixin.py:190} INFO - R$ 550,00
[2024-10-05T00:03:40.941+0000] {logging_mixin.py:190} INFO - R$ 423,23
[2024-10-05T00:03:40.942+0000] {logging_mixin.py:190} INFO - R$ 503,90
[2024-10-05T00:03:40.942+0000] {logging_mixin.py:190} INFO - R$ 1.744,15
[2024-10-05T00:03:40.943+0000] {logging_mixin.py:190} INFO - R$ 520,54
[2024-10-05T00:03:40.944+0000] {logging_mixin.py:190} INFO - R$ 681,70
[2024-10-05T00:03:40.944+0000] {logging_mixin.py:190} INFO - R$ 668,90
[2024-10-05T00:03:40.945+0000] {logging_mixin.py:190} INFO - R$ 490,74
[2024-10-05T00:03:40.946+0000] {logging_mixin.py:190} INFO - R$ 604,99
[2024-10-05T00:03:40.946+0000] {logging_mixin.py:190} INFO - R$ 1.619,99
[2024-10-05T00:03:40.947+0000] {logging_mixin.py:190} INFO - R$ 2.899,99
[2024-10-05T00:03:40.948+0000] {logging_mixin.py:190} INFO - R$ 1.999,99
[2024-10-05T00:03:40.949+0000] {logging_mixin.py:190} INFO - R$ 240,31
[2024-10-05T00:03:40.950+0000] {logging_mixin.py:190} INFO - R$ 1.948,53
[2024-10-05T00:03:40.950+0000] {logging_mixin.py:190} INFO - R$ 625,01
[2024-10-05T00:03:40.951+0000] {logging_mixin.py:190} INFO - R$ 707,89
[2024-10-05T00:03:40.952+0000] {logging_mixin.py:190} INFO - R$ 834,00
[2024-10-05T00:03:40.952+0000] {logging_mixin.py:190} INFO - R$ 353,35
[2024-10-05T00:03:40.953+0000] {logging_mixin.py:190} INFO - R$ 480,00
[2024-10-05T00:03:40.954+0000] {logging_mixin.py:190} INFO - R$ 2.830,87
[2024-10-05T00:03:40.954+0000] {logging_mixin.py:190} INFO - R$ 2.341,33
[2024-10-05T00:03:40.955+0000] {logging_mixin.py:190} INFO - R$ 2.629,99
[2024-10-05T00:03:40.955+0000] {logging_mixin.py:190} INFO - R$ 3.125,36
[2024-10-05T00:03:40.956+0000] {logging_mixin.py:190} INFO - R$ 3.989,99
[2024-10-05T00:03:40.956+0000] {logging_mixin.py:190} INFO - R$ 11.194,99
[2024-10-05T00:03:40.957+0000] {logging_mixin.py:190} INFO - R$ 1.969,99
[2024-10-05T00:03:40.957+0000] {logging_mixin.py:190} INFO - R$ 1.929,99
[2024-10-05T00:03:40.958+0000] {logging_mixin.py:190} INFO - R$ 599,99
[2024-10-05T00:03:40.959+0000] {logging_mixin.py:190} INFO - R$ 757,20
[2024-10-05T00:03:40.959+0000] {logging_mixin.py:190} INFO - R$ 359,85
[2024-10-05T00:03:40.960+0000] {logging_mixin.py:190} INFO - R$ 1.565,95
[2024-10-05T00:03:40.960+0000] {logging_mixin.py:190} INFO - R$ 1.601,55
[2024-10-05T00:03:40.961+0000] {logging_mixin.py:190} INFO - R$ 1.809,90
[2024-10-05T00:03:40.961+0000] {logging_mixin.py:190} INFO - R$ 398,65
[2024-10-05T00:03:40.962+0000] {logging_mixin.py:190} INFO - R$ 1.231,19
[2024-10-05T00:03:40.963+0000] {logging_mixin.py:190} INFO - R$ 2.626,27
[2024-10-05T00:03:40.964+0000] {logging_mixin.py:190} INFO - R$ 673,89
[2024-10-05T00:03:40.964+0000] {logging_mixin.py:190} INFO - R$ 339,00
[2024-10-05T00:03:40.965+0000] {logging_mixin.py:190} INFO - R$ 1.146,59
[2024-10-05T00:03:40.966+0000] {logging_mixin.py:190} INFO - R$ 284,24
[2024-10-05T00:03:40.966+0000] {logging_mixin.py:190} INFO - R$ 1.844,00
[2024-10-05T00:03:40.967+0000] {logging_mixin.py:190} INFO - R$ 2.379,99
[2024-10-05T00:03:40.968+0000] {logging_mixin.py:190} INFO - R$ 1.804,99
[2024-10-05T00:03:40.968+0000] {logging_mixin.py:190} INFO - R$ 3.904,63
[2024-10-05T00:03:40.969+0000] {logging_mixin.py:190} INFO - R$ 495,99
[2024-10-05T00:03:40.969+0000] {logging_mixin.py:190} INFO - R$ 319,00
[2024-10-05T00:03:40.970+0000] {logging_mixin.py:190} INFO - R$ 1.899,99
[2024-10-05T00:03:40.971+0000] {logging_mixin.py:190} INFO - R$ 1.085,71
[2024-10-05T00:03:40.971+0000] {logging_mixin.py:190} INFO - R$ 1.359,99
[2024-10-05T00:03:40.972+0000] {logging_mixin.py:190} INFO - R$ 1.659,59
[2024-10-05T00:03:40.973+0000] {logging_mixin.py:190} INFO - R$ 459,40
[2024-10-05T00:03:40.973+0000] {logging_mixin.py:190} INFO - R$ 1.699,99
[2024-10-05T00:03:40.974+0000] {logging_mixin.py:190} INFO - R$ 2.984,41
[2024-10-05T00:03:40.974+0000] {logging_mixin.py:190} INFO - R$ 3.079,99
[2024-10-05T00:03:40.975+0000] {logging_mixin.py:190} INFO - R$ 589,90
[2024-10-05T00:03:40.975+0000] {logging_mixin.py:190} INFO - R$ 3.181,81
[2024-10-05T00:03:40.976+0000] {logging_mixin.py:190} INFO - R$ 1.324,97
[2024-10-05T00:03:40.977+0000] {logging_mixin.py:190} INFO - R$ 559,99
[2024-10-05T00:03:40.977+0000] {logging_mixin.py:190} INFO - R$ 3.504,85
[2024-10-05T00:03:40.978+0000] {logging_mixin.py:190} INFO - R$ 567,54
[2024-10-05T00:03:40.979+0000] {logging_mixin.py:190} INFO - R$ 1.416,37
[2024-10-05T00:03:40.979+0000] {logging_mixin.py:190} INFO - R$ 1.935,00
[2024-10-05T00:03:40.980+0000] {logging_mixin.py:190} INFO - R$ 199,41
[2024-10-05T00:03:40.980+0000] {logging_mixin.py:190} INFO - R$ 448,00
[2024-10-05T00:03:40.981+0000] {logging_mixin.py:190} INFO - R$ 532,93
[2024-10-05T00:03:40.982+0000] {logging_mixin.py:190} INFO - R$ 1.129,00
[2024-10-05T00:03:40.982+0000] {logging_mixin.py:190} INFO - R$ 5.795,01
[2024-10-05T00:03:40.983+0000] {logging_mixin.py:190} INFO - R$ 986,91
[2024-10-05T00:03:40.983+0000] {logging_mixin.py:190} INFO - R$ 2.140,00
[2024-10-05T00:03:40.984+0000] {logging_mixin.py:190} INFO - R$ 980,35
[2024-10-05T00:03:40.985+0000] {logging_mixin.py:190} INFO - R$ 1.676,87
[2024-10-05T00:03:40.985+0000] {logging_mixin.py:190} INFO - R$ 695,21
